loyalty_number,total_points_accumulated,total_points_redeemed
876757,25004.0,0.0
969483,37965.0,410.0
944261,62296.0,805.0
453578,6877.0,0.0
160927,51363.0,697.0
493283,55416.0,928.0
608508,67846.0,1255.0
504403,28347.0,384.0
515667,68429.0,1205.0
410558,54944.0,1952.0
859196,0.0,0.0
755362,48231.0,818.0
163058,74489.0,785.0
381471,0.0,0.0
370539,44468.0,2298.0
545889,0.0,0.0
921903,0.0,0.0
501490,72164.0,1786.0
912712,34991.0,2238.0
784490,70667.0,2233.0
259734,7815.0,0.0
790943,9479.0,0.0
257705,43940.0,519.0
944810,58287.0,601.0
280864,78772.0,1699.0
822205,16275.0,442.0
586365,28083.0,624.0
110394,66002.0,1113.0
456613,40143.0,1617.0
368772,86508.0,0.0
451528,105732.0,696.0
908801,7566.0,0.0
562737,63244.0,1982.0
638506,79395.0,3176.0
217802,28253.0,570.0
972686,99373.0,427.0
954558,39977.0,605.0
407648,0.0,0.0
960555,0.0,0.0
957008,40618.0,1499.0
236037,0.0,0.0
743263,78503.0,1855.0
522924,62361.0,1940.0
545497,69826.0,1530.0
517267,37981.0,0.0
360485,0.0,0.0
645072,52872.0,2908.0
781480,47924.0,1202.0
193747,51963.0,1476.0
786710,61679.0,419.0
253210,26172.0,1496.0
119198,60459.0,0.0
312474,30387.0,414.0
997478,48718.0,1764.0
805816,61468.0,1595.0
883702,34336.0,841.0
609778,43908.0,297.0
687525,55394.0,363.0
295217,51310.0,1767.0
520321,0.0,0.0
556492,224673.0,543.0
464471,0.0,0.0
706628,16121.0,0.0
135016,44561.0,1924.0
412944,63018.0,931.0
894799,62899.0,1632.0
113558,40426.0,1662.0
215952,32124.0,328.0
210298,58097.0,1681.0
828817,77652.0,1220.0
522572,55640.0,1502.0
924153,50485.0,659.0
290638,41638.0,327.0
655016,18562.0,0.0
872079,27599.0,591.0
655995,0.0,0.0
334192,0.0,0.0
346560,22904.0,694.0
643669,58600.0,1836.0
825315,45865.0,738.0
132552,23804.0,991.0
834615,86997.0,372.0
839422,60004.0,1502.0
874984,41520.0,937.0
454223,0.0,0.0
935876,89824.0,0.0
943425,9428.0,0.0
228469,0.0,0.0
136470,52303.0,853.0
250540,8260.0,0.0
180321,30554.0,449.0
829162,64631.0,1779.0
306203,0.0,0.0
513661,64096.0,2279.0
121919,36131.0,1007.0
330562,84414.0,802.0
567070,76938.0,0.0
526784,99522.0,0.0
205156,68483.0,568.0
428903,58772.0,351.0
832921,70569.0,941.0
865198,62733.0,0.0
755290,58662.0,1110.0
131772,52129.0,512.0
913895,68235.0,990.0
164657,55074.0,468.0
735966,14121.0,0.0
402034,60165.0,890.0
560024,58796.0,919.0
191508,16527.0,988.0
643364,35562.0,1566.0
345597,62850.0,474.0
563981,60789.0,907.0
635719,72944.0,1017.0
794496,143823.0,0.0
455896,52716.0,1991.0
130439,15144.0,0.0
945430,50070.0,0.0
478785,35758.0,0.0
671534,50287.0,1578.0
966204,31897.0,1235.0
408468,19978.0,0.0
584173,65875.0,354.0
496482,9829.0,0.0
828481,53203.0,996.0
340691,85667.0,699.0
463890,58909.0,487.0
794752,58808.0,439.0
690637,29182.0,1088.0
957572,69452.0,1391.0
315014,91977.0,875.0
219806,0.0,0.0
816406,0.0,0.0
866995,12999.0,946.0
630034,51102.0,338.0
598760,52224.0,0.0
164429,53549.0,2221.0
605877,72699.0,1877.0
766927,69021.0,1194.0
538902,21004.0,0.0
881157,71303.0,1315.0
241167,71008.0,565.0
381786,10056.0,0.0
743768,62745.0,1481.0
797120,11442.0,0.0
368675,7962.0,480.0
991213,18995.0,0.0
384750,50389.0,0.0
561053,40713.0,353.0
225920,37506.0,552.0
575833,56753.0,3277.0
216666,0.0,0.0
611029,50093.0,2226.0
856496,30596.0,0.0
353369,14440.0,0.0
106689,34355.0,1690.0
715369,68671.0,1448.0
208256,58969.0,0.0
504525,67667.0,335.0
661546,0.0,0.0
827677,0.0,0.0
157771,12591.0,451.0
800800,46619.0,1196.0
131228,45378.0,1154.0
256544,48843.0,468.0
718031,53885.0,702.0
526822,64736.0,0.0
349767,48237.0,0.0
405418,46601.0,523.0
573505,73690.0,392.0
617099,54339.0,760.0
491404,53020.0,1199.0
813439,59944.0,1424.0
163598,63570.0,1040.0
836622,22932.0,2311.0
975466,8544.0,0.0
536517,55721.0,494.0
264486,73654.0,727.0
472488,29079.0,959.0
170211,79542.0,596.0
904693,36918.0,314.0
215639,14576.0,0.0
886361,1504.0,0.0
828895,81053.0,0.0
914799,143718.0,0.0
418327,56434.0,0.0
981691,45095.0,0.0
993271,84981.0,807.0
337842,49759.0,1167.0
807681,64647.0,0.0
741384,0.0,0.0
947158,28607.0,0.0
128032,15008.0,1277.0
316933,44400.0,1995.0
492496,97617.0,2093.0
625859,61746.0,364.0
130823,46444.0,554.0
353786,22739.0,496.0
578751,0.0,0.0
739005,70951.0,2156.0
683660,72609.0,1483.0
184009,54185.0,497.0
712130,60288.0,955.0
637235,0.0,0.0
226511,43861.0,1317.0
154864,44996.0,1274.0
928082,42057.0,1036.0
296689,33510.0,1478.0
811162,81930.0,908.0
129510,37856.0,0.0
367774,65760.0,634.0
204926,10870.0,648.0
215719,8944.0,0.0
170710,38550.0,2230.0
445675,60756.0,335.0
806157,13236.0,0.0
313982,67039.0,2976.0
603775,58077.0,1816.0
981343,64708.0,1332.0
353128,53507.0,1672.0
513229,51265.0,520.0
693256,56034.0,0.0
460207,58215.0,625.0
766091,2304.0,0.0
713039,22483.0,0.0
744711,132840.0,0.0
734727,72782.0,385.0
723707,22628.0,0.0
983242,83982.0,1349.0
452464,43247.0,1317.0
561321,47538.0,516.0
455068,48367.0,1104.0
172491,11565.0,0.0
487486,49880.0,709.0
937911,57751.0,1021.0
496329,57591.0,469.0
318291,0.0,0.0
877251,85289.0,1894.0
735000,75834.0,0.0
569315,75295.0,0.0
653259,51428.0,562.0
432716,81486.0,429.0
190529,69378.0,943.0
871739,13538.0,0.0
387523,49182.0,403.0
533302,60400.0,2231.0
759518,17997.0,0.0
770727,42529.0,416.0
858294,48470.0,957.0
918053,79781.0,933.0
190256,48525.0,978.0
144695,0.0,0.0
366727,17128.0,0.0
818077,47648.0,634.0
593039,40330.0,0.0
107487,33663.0,379.0
572811,64327.0,0.0
496357,67083.0,882.0
225930,52899.0,615.0
660958,53139.0,468.0
475974,63403.0,1307.0
672236,51417.0,2237.0
994803,0.0,0.0
312979,69083.0,455.0
639419,43541.0,2835.0
809207,49172.0,0.0
661321,49945.0,0.0
206914,64158.0,975.0
868025,56175.0,1042.0
432059,58097.0,1874.0
927202,88705.0,0.0
632826,62966.0,925.0
342679,57990.0,1589.0
261229,36329.0,1760.0
224666,22118.0,0.0
428649,51492.0,0.0
405698,26773.0,1774.0
756341,58521.0,3146.0
506776,63878.0,761.0
211755,50753.0,4336.0
121183,79828.0,0.0
241495,36364.0,395.0
758322,0.0,0.0
665646,34096.0,1765.0
269434,0.0,0.0
576217,48150.0,598.0
438023,29121.0,0.0
430880,67965.0,1125.0
541078,43521.0,1359.0
439296,63142.0,960.0
905497,0.0,0.0
705496,90122.0,1422.0
356618,60579.0,1581.0
197192,64691.0,2566.0
489108,38494.0,412.0
170799,48671.0,594.0
700705,64892.0,368.0
244652,51565.0,305.0
789932,82644.0,490.0
759899,58197.0,1456.0
840059,53444.0,2394.0
324997,63889.0,2226.0
433172,72227.0,1419.0
647791,24447.0,0.0
336831,3204.0,0.0
358201,45722.0,2240.0
327203,15356.0,1505.0
790341,55975.0,1463.0
731819,78475.0,556.0
307622,51224.0,442.0
819718,72781.0,533.0
326703,11305.0,0.0
996349,49619.0,1034.0
296887,63635.0,0.0
651622,46625.0,1344.0
207220,62501.0,581.0
985211,39593.0,436.0
143266,2427.0,0.0
399417,83226.0,1103.0
204535,0.0,0.0
408378,11536.0,0.0
281608,63335.0,1226.0
687401,66476.0,1138.0
690916,59701.0,1673.0
857219,8518.0,0.0
267428,59994.0,940.0
523037,32202.0,0.0
721437,37206.0,1380.0
103975,18061.0,1102.0
242028,77014.0,1624.0
324739,46797.0,497.0
641612,168018.0,722.0
742064,30074.0,574.0
593710,33661.0,630.0
724987,64879.0,1912.0
545586,40752.0,440.0
169137,40779.0,2557.0
313254,68155.0,1345.0
270248,45715.0,0.0
577124,34512.0,1426.0
819592,48392.0,1046.0
408931,57009.0,1679.0
436971,27652.0,762.0
199792,25029.0,0.0
162485,23994.0,0.0
337812,0.0,0.0
806639,67904.0,522.0
475991,38236.0,1427.0
428565,30314.0,710.0
972671,8688.0,1007.0
202329,46647.0,550.0
568769,45940.0,1693.0
398074,0.0,0.0
168026,46354.0,327.0
729394,48682.0,1064.0
305843,14578.0,0.0
430475,43909.0,962.0
483899,44387.0,521.0
747578,57505.0,2006.0
603248,0.0,0.0
311943,45378.0,1654.0
502534,53662.0,352.0
272812,61354.0,877.0
462077,38810.0,673.0
786525,74037.0,1694.0
447544,43534.0,1272.0
199494,0.0,0.0
668970,94695.0,0.0
110073,0.0,0.0
223313,29623.0,0.0
696864,30311.0,2714.0
915286,65597.0,818.0
929913,42489.0,1046.0
823590,41070.0,1150.0
331697,71915.0,394.0
739808,72392.0,1734.0
695564,0.0,0.0
758840,39468.0,1293.0
184678,37932.0,0.0
194480,13912.0,0.0
522261,57760.0,879.0
511541,38282.0,0.0
915287,4953.0,0.0
128572,8624.0,424.0
344580,26178.0,526.0
366161,204273.0,479.0
402177,9135.0,0.0
203947,13051.0,0.0
557138,151983.0,489.0
498897,40387.0,477.0
677606,52725.0,1006.0
844222,9862.0,530.0
572015,51382.0,1061.0
403507,57217.0,1447.0
399101,24697.0,653.0
921357,77545.0,1237.0
929282,41852.0,0.0
923201,46437.0,0.0
682840,52365.0,1010.0
937742,51024.0,469.0
786287,149013.0,605.0
985516,59909.0,485.0
698627,12114.0,0.0
112632,76426.0,676.0
431286,0.0,0.0
797187,2376.0,0.0
475700,61192.0,1146.0
473674,55875.0,432.0
864084,48730.0,0.0
209249,38354.0,2014.0
671309,671.0,0.0
603077,55838.0,1161.0
763341,55532.0,748.0
830836,0.0,0.0
552568,0.0,0.0
167587,70362.0,1069.0
487777,65613.0,842.0
765747,43725.0,809.0
605761,19206.0,509.0
905320,56401.0,952.0
119845,41995.0,336.0
454356,9912.0,410.0
658257,0.0,0.0
853603,40638.0,844.0
549858,60677.0,1461.0
634423,63952.0,1228.0
679531,18683.0,454.0
208961,225282.0,900.0
781110,79023.0,1686.0
745769,49870.0,0.0
392619,41080.0,1366.0
745565,0.0,0.0
472540,52949.0,1554.0
850034,72208.0,990.0
805977,74194.0,420.0
640238,43095.0,2402.0
326603,64505.0,527.0
999460,0.0,0.0
958299,41953.0,1352.0
564650,57097.0,1897.0
261582,90928.0,1944.0
368292,1182.0,0.0
729094,64041.0,1292.0
612233,41088.0,0.0
441509,45246.0,1148.0
319901,5595.0,605.0
528693,52668.0,296.0
667692,49920.0,409.0
635084,57851.0,0.0
165759,57235.0,0.0
267566,76371.0,719.0
893294,67069.0,343.0
742281,64345.0,1770.0
618390,47945.0,958.0
615411,81239.0,1966.0
396920,63676.0,2646.0
968842,7707.0,0.0
686232,48683.0,1074.0
885871,39378.0,756.0
905854,64282.0,565.0
906217,1621.0,0.0
851549,41857.0,930.0
972791,18415.0,0.0
808721,45647.0,1257.0
550058,38027.0,320.0
162167,40129.0,509.0
174729,52020.0,0.0
204237,16637.0,531.0
415402,30286.0,492.0
306869,42373.0,0.0
335671,72997.0,960.0
546037,0.0,0.0
981201,69301.0,1344.0
663641,0.0,0.0
746385,6954.0,845.0
969219,2642.0,0.0
333595,59469.0,476.0
693913,48100.0,1406.0
100550,51687.0,1114.0
348751,68456.0,1517.0
385747,0.0,0.0
445549,58542.0,1059.0
376630,15615.0,0.0
272848,89053.0,1792.0
278983,60809.0,670.0
754042,53079.0,488.0
363967,147474.0,1512.0
225327,47942.0,0.0
187876,5888.0,492.0
536671,77124.0,0.0
516276,18387.0,0.0
671119,57309.0,848.0
891128,51839.0,1478.0
264095,22462.0,419.0
258248,54562.0,0.0
623341,0.0,0.0
764227,0.0,0.0
886227,1681.0,0.0
360240,26520.0,0.0
751594,26861.0,0.0
235930,63827.0,1004.0
290445,51751.0,2728.0
696609,82170.0,4282.0
954424,41768.0,1040.0
283066,51878.0,383.0
488799,76630.0,933.0
278345,18897.0,358.0
472942,66617.0,605.0
427980,61635.0,647.0
861162,51953.0,504.0
992194,44755.0,1840.0
360446,59480.0,2166.0
765079,60331.0,1854.0
624528,0.0,0.0
781519,48806.0,0.0
210100,10953.0,0.0
618494,31547.0,0.0
836475,61170.0,0.0
815207,131772.0,441.0
968764,91803.0,0.0
608739,66543.0,1454.0
293266,56581.0,668.0
721786,65547.0,2942.0
899287,51355.0,627.0
933642,46209.0,1222.0
250391,14814.0,0.0
255333,54470.0,422.0
205197,62130.0,539.0
258184,68635.0,554.0
711625,55906.0,1301.0
473786,48758.0,455.0
828040,15840.0,0.0
959673,40059.0,1611.0
412429,30421.0,580.0
210485,0.0,0.0
651210,0.0,0.0
952026,53916.0,461.0
442838,59444.0,605.0
395168,54691.0,0.0
577872,34124.0,0.0
390974,82447.0,1190.0
234588,83316.0,1242.0
581427,42069.0,539.0
197096,57357.0,1505.0
563428,0.0,0.0
352582,137964.0,1028.0
156750,54335.0,1233.0
166110,0.0,0.0
912352,10075.0,0.0
768113,61921.0,1168.0
152276,51925.0,0.0
511875,50152.0,830.0
777300,87143.0,2510.0
590098,39665.0,1662.0
685683,43467.0,457.0
953612,21946.0,1618.0
454471,51884.0,1361.0
951954,48556.0,982.0
376424,45348.0,0.0
314081,18279.0,0.0
177993,63549.0,1575.0
160471,24893.0,0.0
324773,69658.0,1911.0
572094,35536.0,544.0
220601,0.0,0.0
307321,7585.0,372.0
374107,56499.0,999.0
595965,80812.0,523.0
904805,52865.0,810.0
298967,0.0,0.0
979776,78031.0,0.0
825464,97959.0,0.0
832597,50708.0,1112.0
473204,66680.0,1053.0
102788,161298.0,0.0
221345,34589.0,0.0
641327,59448.0,315.0
525202,7086.0,0.0
443231,49374.0,913.0
825254,33288.0,485.0
454632,65623.0,0.0
104353,73980.0,526.0
802556,61981.0,505.0
389583,64368.0,897.0
334003,47644.0,1754.0
685314,38684.0,291.0
420464,0.0,0.0
655453,49722.0,396.0
196779,44677.0,1357.0
604116,87924.0,0.0
153968,0.0,0.0
361237,102708.0,2062.0
272686,0.0,0.0
521217,41131.0,1742.0
515315,0.0,0.0
352280,44343.0,493.0
674876,17527.0,489.0
799690,56084.0,1450.0
795283,56493.0,1441.0
362823,0.0,0.0
538770,47061.0,491.0
952222,39075.0,2223.0
618523,54986.0,506.0
664493,48466.0,1580.0
339573,64753.0,312.0
646189,55217.0,396.0
366977,65430.0,0.0
614000,56094.0,0.0
708807,61526.0,1871.0
935161,76587.0,482.0
447771,56194.0,506.0
305100,40254.0,757.0
479198,28113.0,1144.0
224664,74083.0,958.0
281305,34079.0,1815.0
563094,89010.0,0.0
108381,50725.0,1618.0
536577,44943.0,0.0
261426,7738.0,934.0
575030,23929.0,1333.0
834571,47712.0,0.0
614721,94479.0,1704.0
873498,40985.0,1461.0
381316,68560.0,1444.0
897904,48716.0,1357.0
590752,77905.0,1366.0
883468,25468.0,375.0
692275,30655.0,1211.0
420008,66035.0,1378.0
347629,53334.0,0.0
627428,64653.0,434.0
225576,73137.0,0.0
255653,51086.0,762.0
157816,58400.0,1423.0
842770,53328.0,0.0
335964,46768.0,1364.0
784782,76252.0,2155.0
380954,12025.0,425.0
550539,32402.0,1462.0
160640,37453.0,492.0
941852,60707.0,486.0
353455,52104.0,1448.0
726932,55139.0,773.0
591414,45117.0,447.0
659637,60704.0,2215.0
380110,53295.0,0.0
928957,36597.0,1012.0
186810,47092.0,2475.0
218757,25627.0,632.0
278059,0.0,0.0
805226,37097.0,1549.0
890673,36857.0,0.0
143981,71858.0,3018.0
339800,9370.0,0.0
750457,23416.0,0.0
224530,0.0,0.0
240442,42618.0,413.0
103043,66356.0,449.0
117618,39486.0,1192.0
202227,0.0,0.0
719719,20810.0,0.0
573078,13406.0,608.0
473548,53572.0,462.0
503305,56052.0,1140.0
857161,47744.0,905.0
992538,28054.0,744.0
896853,31444.0,870.0
721456,23685.0,0.0
292618,43027.0,2423.0
554449,58733.0,418.0
648533,52538.0,3096.0
178540,72062.0,2312.0
707967,70208.0,1493.0
117910,44863.0,0.0
676941,87566.0,3219.0
440320,84343.0,1509.0
795468,69563.0,1298.0
688627,86558.0,879.0
940213,67877.0,1199.0
630265,58175.0,1094.0
557752,31868.0,1340.0
197529,0.0,0.0
446315,38314.0,861.0
408091,28111.0,459.0
865494,13769.0,469.0
383969,27944.0,0.0
690797,39576.0,0.0
688168,44238.0,2019.0
290554,54342.0,1903.0
561917,7250.0,0.0
200519,129951.0,2617.0
525245,32232.0,371.0
780298,37900.0,0.0
600432,62047.0,1652.0
744181,22577.0,0.0
666877,31679.0,338.0
458614,30332.0,0.0
841631,43903.0,0.0
379414,140088.0,814.0
921392,8821.0,0.0
842527,54292.0,1356.0
703160,0.0,0.0
558248,0.0,0.0
718887,55078.0,1008.0
669978,68235.0,992.0
189707,26709.0,1346.0
650621,39460.0,1736.0
459737,52478.0,0.0
998061,6527.0,0.0
826697,1200.0,0.0
263260,47973.0,957.0
612742,0.0,0.0
504860,51377.0,0.0
122020,72853.0,3969.0
263068,25306.0,984.0
920118,35926.0,713.0
814894,16370.0,0.0
888357,76860.0,2306.0
286611,132789.0,414.0
295355,61801.0,3003.0
313185,44817.0,1484.0
793180,13522.0,0.0
141877,75621.0,837.0
188318,60343.0,0.0
693608,53064.0,1407.0
843037,59423.0,524.0
798881,54983.0,835.0
134012,3085.0,0.0
340881,0.0,0.0
684881,106507.0,2364.0
388777,59487.0,1323.0
216946,54715.0,1992.0
384296,0.0,0.0
408259,62539.0,575.0
898000,80312.0,431.0
860553,0.0,0.0
420010,41652.0,348.0
192651,66725.0,1126.0
146037,62020.0,920.0
548238,31433.0,1285.0
543460,83897.0,1355.0
628096,74463.0,0.0
357199,45349.0,1846.0
852995,46307.0,735.0
521699,39383.0,981.0
141614,64088.0,3070.0
815718,39731.0,830.0
542089,9893.0,0.0
779291,50903.0,327.0
279231,38253.0,541.0
652300,0.0,0.0
785129,15023.0,577.0
502353,36962.0,963.0
634328,0.0,0.0
482882,41027.0,992.0
928964,56791.0,1760.0
303445,10334.0,0.0
179707,9612.0,0.0
265677,34943.0,506.0
742002,54018.0,537.0
743001,41620.0,1191.0
625870,63589.0,546.0
528074,0.0,0.0
757127,0.0,0.0
227906,53626.0,774.0
583415,65882.0,0.0
243726,0.0,0.0
583165,0.0,0.0
700918,73679.0,594.0
482681,58536.0,2970.0
423473,38154.0,0.0
548565,52686.0,848.0
592966,59640.0,501.0
499945,54007.0,1545.0
404801,13380.0,403.0
123344,46876.0,2578.0
908120,62906.0,455.0
757416,0.0,0.0
432843,54185.0,1059.0
536794,52153.0,1233.0
809107,45530.0,0.0
526479,1094.0,0.0
747187,55058.0,0.0
927559,0.0,0.0
521576,55929.0,464.0
965605,108870.0,3550.0
355908,29762.0,0.0
894175,36236.0,355.0
771035,74866.0,1042.0
226422,82356.0,591.0
492883,50819.0,0.0
712362,37221.0,0.0
749705,40937.0,0.0
252165,0.0,0.0
229308,0.0,0.0
839579,26095.0,361.0
296412,44802.0,0.0
241455,9491.0,0.0
877730,49931.0,0.0
967904,50572.0,2287.0
990077,57823.0,385.0
319123,53547.0,1066.0
933779,12829.0,0.0
347001,38229.0,0.0
479766,54320.0,3393.0
956946,78172.0,2079.0
156879,40050.0,0.0
320576,62916.0,840.0
120635,0.0,0.0
194394,50781.0,398.0
593327,12568.0,0.0
717762,33553.0,0.0
198900,40437.0,499.0
832745,50086.0,432.0
172987,44928.0,2078.0
678454,79124.0,897.0
996639,80975.0,1047.0
949890,74203.0,823.0
770094,57968.0,1916.0
415090,63801.0,732.0
566808,74487.0,1764.0
319504,45771.0,585.0
631232,0.0,0.0
183374,45542.0,693.0
517614,15232.0,0.0
982446,38605.0,562.0
352078,53778.0,381.0
246722,15424.0,511.0
756833,77098.0,1175.0
492158,70595.0,0.0
534764,4871.0,535.0
910969,64651.0,1283.0
495058,58127.0,1403.0
205658,57357.0,642.0
333825,70221.0,1443.0
351145,54867.0,1089.0
570318,69025.0,1010.0
447439,30806.0,0.0
995527,61915.0,558.0
834891,0.0,0.0
203550,43641.0,1965.0
989048,75402.0,475.0
351513,0.0,0.0
232755,80727.0,0.0
666761,14676.0,362.0
997121,14675.0,471.0
717891,61256.0,716.0
722003,46925.0,428.0
257417,61733.0,1074.0
545410,54014.0,0.0
148982,78186.0,0.0
370660,109497.0,464.0
243273,0.0,0.0
985427,2502.0,0.0
327019,15505.0,0.0
604526,37528.0,695.0
569188,15038.0,0.0
110030,12015.0,0.0
855351,0.0,0.0
725807,64899.0,1420.0
550303,0.0,0.0
196467,54128.0,1365.0
889964,0.0,0.0
893057,39288.0,354.0
596153,36417.0,382.0
183716,49036.0,532.0
772532,158748.0,777.0
200960,69743.0,1630.0
384328,49853.0,723.0
120140,60028.0,1044.0
222425,0.0,0.0
620084,35911.0,0.0
379038,7539.0,475.0
118612,30075.0,0.0
371511,113991.0,313.0
595747,40693.0,898.0
576878,66704.0,2113.0
287799,44446.0,0.0
967274,22206.0,0.0
221446,68716.0,0.0
559124,70022.0,615.0
883025,12256.0,854.0
105335,62882.0,2193.0
221721,40944.0,956.0
835566,15324.0,0.0
894322,25413.0,0.0
565634,0.0,0.0
773571,3244.0,0.0
128459,60406.0,1466.0
660768,51949.0,718.0
300676,65921.0,978.0
270022,33658.0,0.0
184490,0.0,0.0
313571,0.0,0.0
467046,54588.0,0.0
690890,74109.0,2505.0
119135,62976.0,1664.0
392953,34627.0,2676.0
565960,60334.0,1232.0
581651,9552.0,0.0
780140,62873.0,0.0
866701,38146.0,912.0
571123,44211.0,1739.0
424027,0.0,0.0
596033,0.0,0.0
631704,97446.0,905.0
652394,61824.0,1024.0
377029,38262.0,560.0
389995,45778.0,1995.0
357901,152937.0,557.0
756636,7796.0,0.0
734952,34625.0,494.0
535544,60333.0,910.0
890051,60921.0,499.0
854243,58722.0,663.0
537722,57160.0,424.0
362165,61887.0,1160.0
232579,19044.0,0.0
358012,92604.0,0.0
140223,0.0,0.0
249408,101826.0,447.0
909134,53261.0,1214.0
549132,26288.0,1015.0
846374,60678.0,1141.0
630320,87384.0,0.0
923268,34365.0,581.0
171902,14530.0,0.0
566696,62348.0,489.0
929455,11415.0,431.0
631801,110589.0,0.0
276937,57307.0,938.0
960050,0.0,0.0
465891,29558.0,982.0
177814,7829.0,0.0
963757,38674.0,504.0
216040,62037.0,954.0
737477,63070.0,448.0
248885,68201.0,761.0
189836,65217.0,1601.0
546827,47669.0,1715.0
643912,57119.0,1621.0
637580,63829.0,1905.0
523904,68495.0,848.0
703104,55696.0,536.0
200708,66068.0,365.0
651694,82200.0,2528.0
670751,72395.0,1653.0
837269,50938.0,534.0
579943,42986.0,320.0
608537,20105.0,0.0
923234,63305.0,1174.0
196367,70037.0,1344.0
974189,0.0,0.0
877242,59405.0,517.0
645566,39708.0,321.0
802797,71394.0,0.0
145542,0.0,0.0
465746,40637.0,473.0
253852,54856.0,1373.0
324013,4666.0,593.0
240143,21681.0,0.0
495942,48594.0,407.0
766886,42435.0,0.0
166829,44288.0,0.0
683288,24350.0,440.0
666702,26342.0,394.0
414757,41228.0,874.0
395639,100977.0,2514.0
872069,8966.0,0.0
422276,64656.0,1618.0
538507,41391.0,984.0
552669,63827.0,0.0
248620,58253.0,1357.0
207492,70183.0,390.0
996997,79014.0,426.0
952434,0.0,0.0
773364,50743.0,371.0
394715,69518.0,435.0
364895,67734.0,0.0
499890,50327.0,1849.0
406810,65598.0,1808.0
465864,14721.0,0.0
851499,101085.0,807.0
678284,39926.0,1018.0
702482,26057.0,0.0
778952,44659.0,2662.0
676873,60962.0,338.0
552328,48358.0,0.0
229861,0.0,0.0
979135,78240.0,0.0
497106,25312.0,1008.0
240774,5640.0,0.0
799657,5031.0,0.0
129817,33031.0,0.0
456822,35947.0,951.0
583271,5476.0,0.0
670210,44601.0,698.0
663422,43954.0,658.0
474779,34319.0,0.0
506793,0.0,0.0
717565,80376.0,1735.0
863626,42302.0,0.0
948658,16987.0,702.0
332208,77491.0,2325.0
199374,120771.0,422.0
488224,0.0,0.0
182124,74153.0,325.0
593340,65558.0,437.0
626664,70094.0,1360.0
950391,60801.0,433.0
455023,48509.0,906.0
340736,0.0,0.0
341185,62365.0,0.0
793892,103023.0,0.0
198123,45390.0,666.0
145220,33080.0,2230.0
503217,79936.0,825.0
567670,85992.0,376.0
161276,57136.0,1267.0
810503,82983.0,0.0
210761,24918.0,429.0
494213,58629.0,465.0
669493,3386.0,0.0
216095,19797.0,1228.0
352747,20909.0,0.0
556188,64608.0,383.0
645333,0.0,0.0
312180,53005.0,0.0
791466,30982.0,911.0
347932,69326.0,1441.0
321557,0.0,0.0
887192,17484.0,543.0
847359,70559.0,1353.0
835693,55152.0,1139.0
642102,73875.0,1168.0
510644,33101.0,0.0
926106,64770.0,2416.0
661587,20234.0,0.0
187459,39749.0,0.0
728135,26080.0,362.0
583513,79691.0,607.0
568442,79721.0,1864.0
157902,4188.0,558.0
514652,58746.0,715.0
248461,70111.0,0.0
460770,10478.0,0.0
936273,79252.0,840.0
259446,38695.0,636.0
772194,55390.0,928.0
999513,30046.0,487.0
501551,92073.0,434.0
156138,48489.0,0.0
527067,61817.0,1478.0
384744,69537.0,407.0
454609,11946.0,0.0
354464,37195.0,0.0
669812,58650.0,1513.0
166953,32184.0,0.0
891233,0.0,0.0
240500,4481.0,0.0
649321,53245.0,967.0
966688,0.0,0.0
166475,48092.0,1358.0
854709,79451.0,556.0
702677,57611.0,2136.0
787651,0.0,0.0
368330,78425.0,0.0
252563,18282.0,394.0
986018,59182.0,0.0
743734,72073.0,518.0
990955,81045.0,998.0
845176,86170.0,2169.0
170566,37075.0,435.0
489394,9882.0,448.0
907209,49624.0,976.0
873169,74607.0,0.0
476539,47212.0,396.0
277094,44237.0,1252.0
507005,68113.0,797.0
444997,59295.0,0.0
342554,44729.0,1390.0
106477,29743.0,0.0
930502,62489.0,420.0
570600,40521.0,351.0
802452,55311.0,990.0
999631,55677.0,862.0
184895,58080.0,537.0
274410,33324.0,1090.0
346163,56271.0,1114.0
385864,65025.0,1024.0
448577,38238.0,1614.0
314182,0.0,0.0
950915,65486.0,1174.0
988223,6834.0,0.0
811430,4776.0,0.0
627791,54377.0,0.0
397053,56218.0,1013.0
951781,57668.0,2102.0
367697,52395.0,457.0
433510,69980.0,1768.0
386649,60232.0,1225.0
328668,48086.0,1882.0
131717,0.0,0.0
961213,16047.0,311.0
170232,5118.0,0.0
656415,53835.0,449.0
813620,49608.0,1431.0
247433,38767.0,0.0
382748,50768.0,1875.0
157005,66723.0,911.0
236300,0.0,0.0
410384,56767.0,1636.0
981581,65989.0,643.0
673061,7508.0,0.0
205445,55081.0,423.0
784570,33046.0,663.0
971370,103584.0,1034.0
943236,17227.0,345.0
415441,46404.0,332.0
561621,45596.0,1592.0
351753,24329.0,669.0
871627,25898.0,0.0
544421,87162.0,2321.0
436874,59481.0,1356.0
529579,5059.0,0.0
245800,63033.0,1076.0
776453,41715.0,1049.0
894448,54353.0,2254.0
205826,11770.0,0.0
278013,45562.0,1874.0
375722,61524.0,2333.0
323660,111039.0,0.0
177713,145962.0,1200.0
803357,0.0,0.0
387121,46025.0,715.0
741483,48411.0,1409.0
374984,35957.0,1384.0
455866,65381.0,891.0
710515,184269.0,582.0
854831,36598.0,1396.0
475123,89991.0,2667.0
973860,49606.0,736.0
863490,0.0,0.0
714944,43255.0,1050.0
